phoenix_complete_feature.gtfs0,phoenix_complete_feature.gtfs1,phoenix_complete_feature.gtfs2,phoenix_complete_feature.gtfs3,phoenix_complete_feature.gtfs4,phoenix_complete_feature.gtfs5,phoenix_complete_feature.gtfs6,phoenix_complete_feature.gtfs7,phoenix_complete_feature.gtfs8,phoenix_complete_feature.gtfs9,phoenix_complete_feature.avgstar,phoenix_complete_feature.location,phoenix_complete_feature.business_count,phoenix_complete_feature.reviewcount,phoenix_complete_feature.five_star_count,phoenix_complete_feature.four_star_count,phoenix_complete_feature.three_star_count,phoenix_complete_feature.two_star_count,phoenix_complete_feature.one_star_count,phoenix_complete_feature.senti_neg_avg,phoenix_complete_feature.senti_pos_avg,phoenix_complete_feature.senti_neu_avg,phoenix_complete_feature.senti_comp_avg,phoenix_complete_feature.senti_compound_pos_count,phoenix_complete_feature.senti_compound_neg_count,phoenix_complete_feature.senti_compound_neu_count,phoenix_complete_feature.block_nums,phoenix_complete_feature.tweet_count,phoenix_complete_feature.senti_negative_avg,phoenix_complete_feature.senti_neutral_avg,phoenix_complete_feature.senti_positive_avg,phoenix_complete_feature.senti_compound_avg,phoenix_complete_feature.senti_compound_positive_count,phoenix_complete_feature.senti_compound_negative_count,phoenix_complete_feature.senti_compound_neutral_count
194,0,0,0,0,0,0,0,0,0,3.634515395964211,194,45,336192,784,636,340,198,206,0.04369177449168212,0.19881238447319766,0.7574921441774483,0.7180348890942695,1938,215,11,194,349,0.01810888247964717,0.8679312317282559,0.11397421244734679,0.20232722062863046,140,24,185
195,0,0,0,0,0,0,0,0,0,4.36304362355469,195,38,403979,739,417,148,105,146,0.04395627009646301,0.20640578778135035,0.7496411575562695,0.6852309324758843,1373,161,21,195,234,0.028205128370696664,0.8664017103166661,0.1053931625544006,0.1797371777968529,98,23,113
196,0,0,0,0,0,0,0,0,0,4.372428979660447,196,18,148725,470,251,72,51,52,0.03613504464285712,0.21995647321428588,0.7439062499999997,0.7667800223214287,823,67,6,196,2009,0.001966152304942006,0.8564479874549902,0.14158486898649147,0.30326206869208855,1391,20,598
197,0,0,0,0,0,0,0,0,0,3.999446680626227,197,20,92171,277,156,52,56,62,0.04595356550580431,0.19640630182421212,0.7576484245439478,0.6654791044776123,522,73,8,197,27,0.06588888940987764,0.8517037056110524,0.0824074074625969,-0.015300003466782746,10,8,9
198,0,0,0,0,0,0,0,0,0,3.0997652582159625,198,10,12354,52,50,25,18,21,0.05515060240963853,0.17053012048192775,0.7742831325301205,0.5913897590361441,137,26,3,198,121,0.013909090833723053,0.845966943285682,0.14013223171480432,0.2463090892049892,66,7,48
199,0,0,0,0,0,0,0,0,0,3.4733847653623773,199,25,59496,181,177,94,67,83,0.048905315614617924,0.17429069767441868,0.7768272425249165,0.5723480066445179,486,106,10,199,23,0.052173913173053574,0.7813478215881016,0.16656521513410236,0.2397695656703866,14,4,5
200,0,0,0,0,0,0,0,0,0,3.4593209861867287,200,10,42061,88,110,46,27,63,0.052667664670658636,0.17848203592814368,0.7688502994011974,0.5878230538922158,277,53,4,200,34,0.042529412271345365,0.8482647073619506,0.10923529460149653,0.1048323525225415,14,6,14
201,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202,14,0.01571428562913622,0.8307857087680272,0.15349999974880899,0.3078285636646407,10,1,3
203,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,0,0,0,0,0,0,0,0,0,3.311004784688995,204,6,418,12,6,3,3,15,0.06207692307692307,0.16705128205128203,0.770897435897436,0.30733846153846156,25,13,1,204,8,0.0,0.8629999980330467,0.13699999824166298,0.2817249968647957,3,0,5
205,0,0,0,0,0,0,0,0,0,3.3658536585365852,205,4,533,11,7,2,2,11,0.049000000000000016,0.2022727272727273,0.7488181818181817,0.5839909090909092,28,4,1,205,8,0.04062499850988388,0.8420000001788139,0.11737499758601189,0.13673750311136246,2,1,5
206,0,0,0,0,0,0,0,0,0,2.7864408169961448,206,32,12191,83,70,46,43,142,0.07277864583333334,0.15251302083333337,0.774734375,0.27077734374999984,242,134,8,206,40,0.025825000181794167,0.8640499979257583,0.11012500077486038,0.17630499750375747,22,4,14
207,0,0,0,0,0,0,0,0,0,3.990633514986376,207,4,2936,39,20,6,6,10,0.06334567901234568,0.21875308641975302,0.7179506172839506,0.5383925925925922,66,14,1,207,13,0.03515384632807512,0.8454615336198074,0.11938461604026648,0.1918769238086847,10,2,1
208,0,0,0,0,0,0,0,0,0,2.4947368421052634,208,3,190,1,1,4,5,11,0.10736363636363638,0.09168181818181816,0.801,-0.030213636363636356,9,13,NULL,208,2,0.10999999940395355,0.80799999833107,0.0820000022649765,-0.015050008893013,1,1,0
209,0,0,0,0,0,0,0,0,0,4.403225806451613,209,2,620,15,8,1,NULL,4,0.04460714285714286,0.23435714285714285,0.7211071428571428,0.6895250000000003,25,3,NULL,209,3,0.07333333293596904,0.6916666527589163,0.235000009338061,0.3535333275794983,2,1,0
210,0,0,0,0,0,0,0,0,0,4.483683937525215,210,5,86755,217,89,22,11,6,0.03326376811594203,0.24221449275362322,0.7245246376811588,0.8079776811594199,327,17,1,210,12,0.05641666644563278,0.7697499990463257,0.1739166664580504,0.244033332914114,7,2,3
211,0,0,0,0,0,0,0,0,0,4.1667268786127165,211,16,2768,103,24,9,10,23,0.040715976331360954,0.18831952662721899,0.7709408284023671,0.6032047337278105,141,25,3,211,11,0.02154545485973358,0.8446363644166426,0.1338181820782748,0.27406363595615735,6,1,4
212,0,0,0,0,0,0,0,0,0,2.8839834024896267,212,14,6025,57,26,21,28,78,0.07299523809523809,0.1433142857142857,0.7836380952380948,0.31897952380952393,141,65,4,212,30,0.05233333359162013,0.912933333714803,0.034733333190282184,-0.058273334552844364,6,9,15
213,0,0,0,0,0,0,0,0,0,3.8657333660090676,213,15,114254,292,293,104,54,58,0.039108614232209724,0.20668164794007457,0.7541960049937574,0.7360719101123595,727,65,9,213,28,0.015714285895228386,0.914607143827847,0.06964285645101752,0.14623928655471122,8,1,19
214,0,0,0,0,0,0,0,0,0,3.637439421459242,214,70,597365,989,891,426,268,392,0.047793661496965636,0.19756979096426186,0.7546281186783537,0.6219799730276456,2512,423,31,214,149,0.01054362417667504,0.8479664415721125,0.14148993450123193,0.25897516505230195,86,7,56
215,0,0,0,0,0,0,0,0,0,3.987514103046258,215,25,226015,402,349,121,90,102,0.04182894736842106,0.2049849624060149,0.7531954887218048,0.6990517857142864,938,120,6,215,34,0.01608823546591927,0.84202940762043,0.14191176347872791,0.24774999916553497,15,3,16
216,0,0,0,0,0,0,0,0,0,4.048278722521776,216,30,24110,204,80,28,25,49,0.04681606217616576,0.20320207253886016,0.7499766839378239,0.605470207253886,321,62,3,216,42,0.015833333134651184,0.8952619043134508,0.08892857088219552,0.14015000144995393,13,3,26
217,0,0,0,0,0,0,0,0,0,4.054920746741811,217,27,70975,417,231,85,65,112,0.04436703296703301,0.1991307692307692,0.7564879120879127,0.6749901098901092,798,103,9,217,16,0.040187499951571226,0.7994999922811985,0.16031250171363354,0.2618562476709485,9,3,4
218,0,0,0,0,0,0,0,0,0,3.5652215873996296,218,49,51808,423,230,95,81,224,0.05064102564102562,0.17516999050332363,0.7741699905033239,0.5348245014245012,840,200,13,218,34,0.03994117589557872,0.866647061179666,0.09341176423956365,0.14600588205982656,14,4,16
219,0,0,0,0,0,0,0,0,0,3.1217309697601667,219,48,47950,258,232,139,142,243,0.06302859960552266,0.15773767258382648,0.7792426035502954,0.40399280078895516,730,275,9,219,43,0.00825581405051919,0.8840232540008633,0.1077209303891936,0.20587906882513402,22,1,20
220,0,0,0,0,0,0,0,0,0,3.7810846560846563,220,10,4536,53,21,11,7,28,0.05376666666666664,0.18123333333333339,0.7649916666666668,0.4726391666666663,90,29,1,220,9,0.0732222232553694,0.8467777834998237,0.08011111120382945,0.05427777932749854,3,2,4
221,0,0,0,0,0,0,0,0,0,4.0,221,1,812,15,7,2,2,2,0.028821428571428574,0.2080357142857143,0.7630714285714284,0.7831178571428571,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,0,0,0,0,0,0,0,0,0,3.9268912529550826,222,18,16920,166,63,30,25,64,0.051612068965517226,0.20469540229885036,0.7437011494252873,0.5681761494252882,280,63,5,222,6,0.0,1.0,0.0,0.0,0,0,6
223,0,0,0,0,0,0,0,0,0,2.9382239382239383,223,3,518,12,3,4,4,14,0.06694594594594594,0.15962162162162158,0.7734054054054054,0.43810810810810824,28,9,NULL,223,13,0.0,0.8464615345001221,0.1535384597686621,0.3608230742124411,7,0,6
224,0,0,0,0,0,0,0,0,0,2.0,224,1,72,NULL,1,2,NULL,5,0.1235,0.1425,0.734125,0.142025,5,3,NULL,224,30,0.0,0.804333339134852,0.19566666384538015,0.4304499978820483,25,0,5
225,0,0,0,0,0,0,0,0,0,2.872340425531915,225,5,94,5,4,1,3,7,0.0961,0.14845,0.7553999999999998,0.26776999999999995,13,7,NULL,225,19,0.0,0.9684210545138309,0.03157894783898404,0.06904736906290054,5,0,14
226,0,0,0,0,0,0,0,0,0,3.950449101796407,226,11,3340,61,25,14,7,16,0.047260162601626014,0.2148780487804878,0.737837398373984,0.6794626016260163,112,11,NULL,226,4,0.10249999910593033,0.7725000083446503,0.125,-0.013325005769729614,1,2,1
227,0,0,0,0,0,0,0,0,0,3.323644933228594,227,8,1273,24,18,7,6,22,0.054623376623376615,0.1491298701298701,0.7962337662337666,0.382903896103896,54,20,3,227,1,0.0,0.871999979019165,0.12800000607967377,0.42149999737739563,1,0,0
228,0,0,0,0,0,0,0,0,0,3.7889207258834765,228,3,2094,24,13,18,4,9,0.06423529411764706,0.19032352941176475,0.7455000000000002,0.5218838235294119,54,13,1,228,3,0.0,0.5713333388169607,0.4286666711171468,0.8537333408991495,3,0,0
229,0,0,0,0,0,0,0,0,0,3.232673267326733,229,12,1111,27,24,15,6,22,0.05346808510638298,0.1739468085106383,0.7725638297872338,0.45778617021276596,70,22,2,229,25,0.04891999989748001,0.8445599973201752,0.10652000069618225,0.14775200106203557,9,5,11
230,0,0,0,0,0,0,0,0,0,3.8706896551724137,230,9,1392,31,24,8,4,11,0.03960256410256412,0.20266666666666674,0.757679487179487,0.6206987179487182,65,12,1,230,14,0.08792857293571744,0.748285714004721,0.1637142843433789,0.19517143523054464,6,2,6
231,0,0,0,0,0,0,0,0,0,2.958077709611452,231,13,489,28,10,4,8,21,0.05109859154929576,0.16859154929577472,0.7803098591549295,0.47711690140845087,53,17,1,231,9,0.016555555992656283,0.8725555539131165,0.11088889009422725,0.2078999959760242,4,0,5
232,307,27,10.550144052494,14,11.488928174975001,16,13.411199897531615,18,11.287759944803751,3.989363330272421,232,10,6534,63,30,11,7,20,0.05555725190839694,0.17483206106870228,0.7695725190839688,0.5410358778625953,105,24,2,232,6,0.09349999949336052,0.8098333378632864,0.09649999936421712,-0.026249999801317852,2,3,1
233,2,0,0,0,0,0,0,0,0,3.994805371364418,233,21,228024,379,269,74,46,78,0.04589361702127658,0.1974562647754135,0.756634751773051,0.6842157210401884,738,99,9,233,11,0.029818182641809635,0.8962727270343087,0.0739090930331837,0.08573636141690341,3,1,7
234,0,0,0,0,0,0,0,0,0,3.6173618527784654,234,64,270599,739,479,220,149,278,0.04839731903485269,0.18419517426273466,0.7674042895442343,0.6243721179624665,1577,271,17,234,100,0.01926999993622303,0.8348199993371963,0.14590999953448772,0.27609999872744084,53,5,42
235,0,0,0,0,0,0,0,0,0,3.8600398334238637,235,40,27615,279,143,60,43,111,0.05298427672955973,0.1913710691823898,0.7556147798742137,0.5992573899371068,528,104,4,235,38,0.015368420826761346,0.8524210500089746,0.13221052720358498,0.26419736699838386,19,4,15
236,0,0,0,0,0,0,0,0,0,3.3360331746314635,236,44,157108,420,316,116,103,243,0.05132554257095158,0.18359515859766293,0.7650626043405684,0.5819411519198668,973,217,8,236,46,0.011978261010802311,0.9022608690935633,0.08573913120705148,0.18405434651219327,16,1,29
237,0,0,0,0,0,0,0,0,0,3.6567507208468135,237,46,130749,580,227,99,94,189,0.04480403700588737,0.18858788898233855,0.7666139613120277,0.6278703952901606,999,171,19,237,30,0.055666666477918625,0.7627666741609573,0.18156666681170464,0.28077999825278915,18,5,7
238,0,0,0,0,0,0,0,0,0,3.8635591316999816,238,59,204814,862,445,164,120,190,0.043447501403705804,0.20195283548568235,0.7546086468276256,0.6668658057271201,1544,213,24,238,155,0.014845161260135712,0.8343935466581776,0.1507612910962874,0.32739741970454495,90,9,56
239,0,0,0,0,0,0,0,0,0,4.350773072390072,239,42,1715622,1383,789,192,144,175,0.037943719716735026,0.23265374580693343,0.7294088706671615,0.7493791651136777,2441,208,34,239,92,0.013880434608005959,0.9142065197229385,0.07190217401670373,0.1278663033862477,31,5,56
240,0,0,0,0,0,0,0,0,0,4.160480956352516,240,13,122298,399,149,70,38,37,0.03324963924963925,0.23087734487734496,0.7358658008658006,0.8097633477633469,654,37,2,240,50,0.01689999982714653,0.8442999988794326,0.13878000050783157,0.2540099999308586,30,4,16
241,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242,4,0.0215000007301569,0.8085000067949295,0.17000000178813934,0.36420001089572906,2,0,2
243,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243,23,0.04739130579906961,0.887347822603972,0.06526087030120518,0.017469562266183937,6,4,13
244,0,0,0,0,0,0,0,0,0,3.2847919655667144,244,8,1394,36,13,14,12,14,0.054775280898876406,0.17850561797752815,0.7666966292134831,0.45984382022471915,64,22,3,244,15,0.022200000286102296,0.9117999990781148,0.06600000063578287,0.10136000116666158,3,1,11
245,0,0,0,0,0,0,0,0,0,3.5244565217391304,245,7,368,15,7,4,3,12,0.06604878048780487,0.19104878048780485,0.7428780487804878,0.4232365853658535,30,10,1,245,6,0.015166666358709335,0.9161666631698608,0.06866666426261266,0.12586666643619537,2,1,3
246,0,0,0,0,0,0,0,0,0,2.9907834101382487,246,2,1736,10,12,5,3,14,0.05356818181818181,0.14415909090909088,0.80225,0.44872045454545445,33,11,NULL,246,6,0.0,0.8740000029404958,0.12599999705950418,0.2412333289782206,2,0,4
247,0,0,0,0,0,0,0,0,0,3.6166434540389973,247,5,1436,32,10,5,5,18,0.06482857142857143,0.14179999999999998,0.7933714285714285,0.3646099999999999,49,19,2,247,1,0.07199999690055847,0.7239999771118164,0.20399999618530273,0.599399983882904,1,0,0
248,0,0,0,0,0,0,0,0,0,3.3890728476821192,248,10,302,20,5,6,2,15,0.05260416666666665,0.14962500000000004,0.797875,0.45282291666666663,37,11,NULL,248,3,0.0,0.8946666916211446,0.10533333321412404,0.18216666330893835,3,0,0
249,0,0,0,0,0,0,0,0,0,3.8101604278074865,249,8,561,26,7,2,1,15,0.05858823529411765,0.16627450980392158,0.7752156862745099,0.4620627450980392,37,12,2,249,2,0.08900000154972076,0.8425000011920929,0.06849999725818634,0.012900000438094139,1,0,1
250,0,0,0,0,0,0,0,0,0,3.58020618556701,250,16,2425,47,28,18,11,29,0.05232330827067669,0.15833834586466156,0.7893383458646616,0.48362932330827063,100,28,5,250,5,0.033399999141693115,0.8694000005722046,0.09720000028610229,0.1669599950313568,2,1,2
251,285,27,15.020543924972001,11,14.106595506271889,10,12.616462220753,14,18.161000132575,3.511923714577455,251,18,91079,150,157,69,41,77,0.05416599190283401,0.1680060728744938,0.7778097165991891,0.5488360323886636,397,92,5,251,86,0.02347674437387045,0.7882093021342921,0.18832558246199474,0.3347685996356399,59,8,19
252,163,24,9.451702765060002,10,9.745471954334002,10,19.52074670791667,5,13.709226926166666,4.1204937304075235,252,25,5104,140,54,27,22,40,0.05035689045936396,0.17506713780918742,0.7745441696113076,0.5966597173144874,234,46,3,252,7,0.08371428506714958,0.8881428582327706,0.028142856700079783,-0.18591429080281938,1,4,2
253,143,26,6.978791144156111,7,8.1957335472,9,10.840719878657499,8,7.28036584172,3.820294482880965,253,46,50733,220,211,105,82,132,0.05202133333333333,0.1810306666666666,0.7669213333333331,0.5561658666666669,598,141,11,253,65,0.007246153629743136,0.8811384613697345,0.11161538534439527,0.24801384445566396,33,1,31
254,0,0,0,0,0,0,0,0,0,3.8110210855818316,254,54,142799,790,391,195,130,242,0.04620709382151028,0.1880011441647595,0.7657866132723107,0.6470893592677353,1489,230,29,254,1588,0.008717884152414517,0.8617418179809296,0.12953778407923522,0.25839433028721615,1005,62,521
255,0,0,0,0,0,0,0,0,0,3.928096801357596,255,64,935772,1258,851,348,229,277,0.04108741140735753,0.20809483631454542,0.7508056024299679,0.7052477556530541,2642,308,13,255,81,0.027913580430142672,0.8212222239853423,0.1508641983439893,0.27157283960669126,47,8,26
256,0,0,0,0,0,0,0,0,0,3.8520305208727454,256,85,634320,1600,1089,484,358,509,0.044315099009901035,0.2041495049504959,0.7515334158415834,0.66636717821782,3486,519,35,256,312,0.024532051446537178,0.8244455119547172,0.1510256410886844,0.29537788410790455,174,27,111
257,0,0,0,0,0,0,0,0,0,3.9134267327387913,257,55,498647,1011,735,314,224,256,0.040159055118110284,0.20683582677165357,0.7530047244094493,0.7286976771653526,2281,243,16,257,470,0.0014744680771168243,0.856685105727074,0.1418404260372862,0.3047278694015868,309,1,160
258,0,0,0,0,0,0,0,0,0,3.8469986226774786,258,15,109633,268,155,85,65,66,0.04176995305164319,0.2239374021909233,0.7342754303599377,0.7306028169014089,571,65,3,258,27,0.007370370405691641,0.8393333333509939,0.15333333280351427,0.34604074116106387,16,0,11
259,0,0,0,0,0,0,0,0,0,3.8865442354413995,259,29,94257,424,206,87,90,104,0.040176728869374304,0.20911855104281002,0.7507036223929751,0.7113593852908895,807,97,7,259,46,0.02241304403413897,0.8271739126547523,0.15039130527040231,0.23278913136733614,22,3,21
260,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,260,74,0.011581080990868646,0.8451081099542411,0.14329729722561063,0.2805337835405324,36,3,35
261,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,261,3,0.03766666601101557,0.715666671593984,0.24666666984558105,0.47999999423821765,3,0,0
262,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,262,3,0.05133333305517832,0.7273333470026652,0.2213333249092102,0.30186665058135986,2,1,0
263,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,2,0.14900000393390656,0.8510000109672546,0.0,-0.27320000529289246,0,2,0
264,0,0,0,0,0,0,0,0,0,4.0,264,1,20368,37,71,13,5,8,0.04020149253731343,0.1912388059701492,0.7685597014925373,0.742762686567164,121,12,1,264,341,0.013240469188109871,0.8796510269040586,0.10711143729536414,0.20503196426151085,146,14,181
265,0,0,0,0,0,0,0,0,0,3.13659793814433,265,5,194,11,4,4,1,10,0.07316666666666667,0.1722333333333333,0.7546333333333333,0.2966433333333333,19,11,NULL,265,1,0.0,1.0,0.0,0.0,0,0,1
266,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,20,0.0,0.7498000204563141,0.2502000033855438,0.43378499448299407,20,0,0
267,0,0,0,0,0,0,0,0,0,3.8665794637017656,267,8,1529,28,18,7,4,12,0.04682608695652175,0.2242028985507246,0.7289855072463767,0.6033594202898551,58,10,1,267,18,0.025388889014720917,0.9062222242355347,0.06838889006111357,0.08860000015960799,10,2,6
268,4,0,0,0,0,0,0,0,0,3.594834199982951,268,49,46924,345,154,78,52,145,0.04393540051679583,0.193078811369509,0.7629741602067188,0.6133860465116282,651,109,14,268,482,0.01797925289797585,0.8680954347383927,0.11392946128590473,0.2085010350925299,251,21,210
269,0,0,0,0,0,0,0,0,0,3.983177339185536,269,19,68806,258,172,61,46,58,0.038799999999999994,0.21748067226890752,0.7437092436974795,0.7122255462184872,532,59,4,269,15,0.0418000007669131,0.7871333340803782,0.17099999984105427,0.2713733305533727,7,4,4
270,0,0,0,0,0,0,0,0,0,3.667471430870755,270,15,6213,68,54,19,17,51,0.057784688995215314,0.1821483253588517,0.7600430622009571,0.46246124401913824,154,52,3,270,10,0.018799999356269838,0.9351000010967254,0.0460999995470047,0.0714000016450882,2,1,7
271,299,29,12.397909275694666,12,12.708708286305713,14,13.113173431817778,14,15.109952163700001,3.802105364353009,271,20,10402,104,64,19,19,34,0.05052916666666667,0.18471250000000003,0.7648125000000002,0.5547575000000001,191,45,4,271,23,0.009217391195504562,0.8505217407060706,0.14026087004205454,0.26351739045070566,12,0,11
272,258,20,12.368106630114443,13,10.629617585077778,12,12.6288799643525,10,10.132906556131667,3.902584204413473,272,11,6888,62,39,17,12,17,0.04408163265306123,0.19219047619047622,0.7637074829931974,0.5939836734693875,121,23,3,272,11,0.0901818194172599,0.7932727336883545,0.1165454550222917,0.030172719196839767,4,4,3
273,606,44,10.654453358056168,45,8.866293420397083,29,10.579946647084167,33,8.60551999881775,3.558482842710329,273,22,11482,94,58,25,28,45,0.04341600000000001,0.1738639999999999,0.7827559999999998,0.6000707999999999,209,38,3,273,11,0.031454545530405914,0.8001818277619102,0.16836363619024103,0.4032545421611179,8,2,1
274,229,21,13.38490369741706,15,13.56021330090889,11,12.2377200722775,10,13.63471978903625,4.018758526603001,274,6,1466,40,3,1,3,7,0.04025925925925925,0.21887037037037038,0.7407592592592595,0.743912962962963,49,5,NULL,274,549,0.02650091085304762,0.8365027322035236,0.13699817912608983,0.2462701272925121,257,44,248
275,224,33,11.343640036873122,15,12.204192018516,6,12.159487897161402,4,15.497386932366666,4.137209912154189,275,45,68643,531,179,69,90,110,0.04115321756894795,0.21103983656792652,0.7478059244126665,0.6855706843718083,857,112,10,275,29,0.017482758596025664,0.8833793093418253,0.09913793103448276,0.1679965483731237,14,2,13
276,6,0,0,0,0,0,0,0,0,3.92780457627915,276,33,383106,774,345,147,94,158,0.04283399209486166,0.2139499341238471,0.7432154150197623,0.7099470355731216,1341,157,20,276,16,0.04100000113248825,0.8531249985098839,0.10587499849498272,0.14641249924898148,6,2,8
277,264,23,11.84655988215875,14,5.4762399792675005,8,0.0,14,9.566656017301998,3.9985748739311555,277,5,9122,72,15,4,6,14,0.035495495495495494,0.23710810810810806,0.7273603603603607,0.7922819819819822,103,8,NULL,277,23,0.0031304346478503685,0.8264782610146896,0.17034782469272614,0.3452565229457358,12,0,11
278,17,0,0,0,0,1,0.0,0,0,3.510204081632653,278,2,1323,23,7,2,4,15,0.049647058823529405,0.17103921568627453,0.7792941176470589,0.5970803921568627,43,8,NULL,278,7,0.0,0.9817142827170235,0.01828571515423911,0.05135714156287057,1,0,6
279,7,0,0,0,0,0,0,0,0,4.5,279,3,49,9,2,NULL,NULL,NULL,0.011545454545454546,0.2731818181818182,0.7152727272727273,0.7724818181818182,10,NULL,1,279,5,0.0,0.955400002002716,0.04460000097751617,0.11532000303268433,1,0,4
280,487,49,12.75783383501604,26,9.27608000114275,19,9.685866726765557,20,8.184270705172077,4.0,280,2,45156,112,59,22,10,9,0.03127358490566038,0.2246179245283019,0.7441273584905661,0.7954731132075468,195,16,1,280,76,0.023960526640477934,0.7879605265824419,0.18807894756135188,0.35301973494259936,49,6,21
281,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,0,0,0,0,0,0,0,0,0,4.0,282,1,256,6,6,1,2,1,0.0255625,0.30175,0.6727499999999998,0.76734375,14,2,NULL,282,4,0.12349999696016312,0.7745000123977661,0.10200000181794167,0.058450013399124146,2,2,0
283,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,283,36,0.00888888869020674,0.8511388914452659,0.13997222296893597,0.26896666383577716,23,1,12
284,0,0,0,0,0,0,0,0,0,2.9595330739299612,284,13,1285,16,25,25,11,25,0.061372549019607835,0.1671960784313725,0.7713725490196077,0.4424343137254901,78,23,1,284,26,0.0,0.8648846195294306,0.135115385055542,0.3208192277413148,13,0,13
285,0,0,0,0,0,0,0,0,0,4.5,285,1,24,3,NULL,NULL,NULL,1,0.04375,0.31124999999999997,0.645,0.55135,3,1,NULL,285,1,0.0,0.6610000133514404,0.33899998664855957,0.7717000246047974,1,0,0
286,112,16,7.934960082177665,8,8.940799971411334,7,9.387840271,8,13.262186686233333,4.0,286,1,169,10,NULL,1,NULL,2,0.04853846153846153,0.14969230769230768,0.8019230769230767,0.5376000000000001,10,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,103,14,11.623040112577273,7,0.447039991617,6,15.348372777333333,6,12.517120043433335,4.084507042253521,287,6,71,15,2,NULL,NULL,4,0.043761904761904766,0.1777142857142857,0.7784761904761904,0.4333285714285714,15,4,2,287,2,0.09650000184774399,0.6960000097751617,0.20750000327825546,0.3203999940305948,1,1,0
288,345,37,12.151360078291818,18,13.053568005573998,17,8.225536060342,24,11.902439892298752,3.465773097175682,288,5,2089,15,17,13,5,10,0.04820000000000002,0.23603333333333334,0.7158166666666665,0.653773333333333,53,7,NULL,288,7,0.0,0.8537142872810364,0.14628571271896362,0.3340428535427366,5,0,2
289,245,25,11.279163177195386,17,10.331591023328889,14,12.219093640673334,16,9.260114235543428,3.2619222303741746,289,12,1363,42,15,10,8,34,0.07042201834862387,0.19022018348623865,0.7393027522935779,0.39092293577981635,75,34,NULL,289,3,0.04533333579699198,0.7740000089009603,0.18066667020320892,0.22996666034062704,2,1,0
290,420,36,10.877973271748889,29,8.903546571735,19,13.538925613674285,20,9.611359883100876,3.93080204778157,290,8,11720,97,46,20,12,17,0.03995833333333334,0.1952291666666667,0.7648124999999998,0.6914729166666667,170,18,4,290,23,0.042869565279587456,0.851999995501145,0.10513043338837831,0.1504260839327522,11,4,8
291,830,91,11.568300399249878,48,11.291365058194131,38,10.097844635740588,29,12.591626687196886,4.394716874783212,291,19,46128,212,115,33,22,62,0.04759009009009006,0.20620495495495492,0.7462184684684677,0.6502943693693701,374,64,6,291,25,0.055519999861717226,0.8333199977874756,0.11116000026464462,0.1200399985909462,9,5,11
